sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
"So we had a laugh , well said he when he woke up , he said day one you can do three on one day !",0,7,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
I got three in one to come yet !,0,6,come,verb,Move or travel towards or into a place thought of as near or familiar to the speaker.,Jessica came into the kitchen
Thomson could control words with the same fastidiousness as notes .,1,2,control,verb,Determine the behaviour or supervise the running of.,he was appointed to control the company's marketing strategy
"The whiteness of the canvas body-bag dimmed beneath the onrushing sea , faded at the edges , then grew smaller , greener , and was gone .",1,6,dim,verb,Make or become less bright or distinct.,a smoky inferno that dimmed the sun
Mark said .,0,1,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"Sick at heart , she wept .",0,5,weep,verb,Shed tears.,a grieving mother wept over the body of her daughter
"Bulbs , er probably not cos I think I 'll have to do while you 're at school cos daddy tells me it 's gon na rain this afternoon , I 'll have to do that this morning , pity that .",0,24,gon,verb,,
Mark 's promotions and progress up the company ladder .,0,4,progress,verb,Move forward or onward in space or time.,as the century progressed the quality of telescopes improved
"It originates from an Italian request to the Council of Ministers in 1973 to identify environmentally balanced and unbalanced areas in the Community ; the first attempts to do this were unsuccessful and , though by 1981 it was clear that a new approach based on an environmental information system was the most promising one , funding for this was not secured until 1985 .",0,56,funding,verb,Provide with money for a particular purpose.,the World Bank refused to fund the project
It 'll be interesting in the year two thousand and ninety to look back and see what we used to do in the nineteen nineties .,0,18,use,verb,"Take, hold, or deploy (something) as a means of accomplishing or achieving something; employ.",she used her key to open the front door
"Now come into the garden , she added , smiling .",1,7,add,verb,"Join (something) to something else so as to increase the size, number, or amount.","I've started a petition so if you would like to add your name, email me"
"Yes but I remember , I can remember Edith phoning me and , and saying , you know she was going away , you know is , you know could I go down ?",0,20,go,verb,Move from one place to another; travel.,he went out to the shops
"Now the path ran through heather high above the burn , past circular sheepfolds long disused and over the stony beds of side streams where the grass hung smooth and inviting , concealing ankle-breaking drops .",0,15,disus,verb,,
"He was scragged by Mike Budd , Jeremy Cooper came away with the ball , Owain Williams acted as the link , and Kevin Ellis scored : three back-row forwards and their scrum-half in perfect harmony .",0,9,come,verb,Move or travel towards or into a place thought of as near or familiar to the speaker.,Jessica came into the kitchen
"Shock made her cry out , and he closed the door and moved towards her in quick strides , putting his hand across her mouth to stop-her scream .",1,1,make,verb,Form (something) by putting parts together or combining substances; create.,my grandmother made a dress for me
It 's scraped back to bare metal !,0,2,scrap,verb,"Discard or remove from service (a redundant, old, or inoperative vehicle, vessel, or machine), especially so as to convert it to scrap metal.",a bold decision was taken to scrap existing plant
"Despite Mr Dobbs 's tireless efforts , this is another revolution which Britain is likely to be viewing from the sidelines .",1,17,view,verb,Look at or inspect.,the public can view the famous hall with its unique staircase
I thought I was making the best of both answers,0,1,think,verb,"Have a particular opinion, belief, or idea about someone or something.",she thought that nothing would be the same again
Smoke shimmers no longer from the tall tower .,0,1,shimmer,verb,"Shine with a soft, slightly wavering light.",the sea shimmered in the sunlight
She never got her use back and she never spoke again .,0,9,speak,verb,Say something in order to convey information or to express a feeling.,in his agitation he was unable to speak
"Much as in 1980åäÌÝÌÕ1 , the social causes argument can not be seen separately from the broader debate about the future of the British economy and society .",1,12,see,verb,Perceive with the eyes; discern visually.,in the distance she could see the blue sea
"Having lent Hale money to pay her rent she had been angered to discover her spending enormous sums on an haute-couture dress , and refused to turn up to what , in retrospect , became Hale 's farewell party .",0,34,become,verb,Begin to be.,she became angry and sulked all day
"You 'd got the toilet there and behind the door , I mean you had to sort of squeeze yourself and shut the door , and behind the door was a shower .",0,12,mean,verb,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
Curtains ? she said .,0,3,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"In general the value of formal routines is precisely that the operator , left to himself , will not normally function in such a systematic sequential manner .",0,20,function,verb,Work or operate in a proper or particular way.,her liver is functioning normally
Upset .,1,0,upset,verb,"Make (someone) unhappy, disappointed, or worried.",the accusation upset her
Why should it be necessary to construct a murder conviction out of this lesser intent ?,1,6,construct,verb,"Build or make (something, typically a building, road, or machine)",a company that constructs oil rigs
"Two times four equals eight , right ?",0,3,equal,verb,Be the same as in number or amount.,four plus six divided by two equals five
She did n't even look human .,0,4,look,verb,Direct one's gaze toward someone or something or in a specified direction.,people were looking at him
What does erm you see er Eileen 's and she 's having chemotherapy is n't she ?,1,4,see,verb,Perceive with the eyes; discern visually.,in the distance she could see the blue sea
"I did n't know about it , I did n't even know she was looking for one then .",0,3,know,verb,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
They completely ran away .,0,2,run,verb,"Move at a speed faster than a walk, never having both or all the feet on the ground at the same time.",the dog ran across the road
"I made beans , when I 'd finished sorting out this one I .",0,7,finish,verb,Bring (a task or activity) to an end; complete.,they were straining to finish the job
The shares rose 9p to 443p .,1,2,rise,verb,Move from a lower position to a higher one; come or go up.,the tiny aircraft rose from the ground
We have now a number of equations describing the same thing .,1,7,describe,verb,Give a detailed account in words of.,he described his experiences in a letter to his parents
"Get off this boat , I told him , but my anger only amused Sweetman who unfolded his long thin legs from the cushioned thwart .",0,6,tell,verb,Communicate information to someone in spoken or written words.,I told her you were coming
"She turned over and lay on top of him , trying to pin him down with her own slight weight , and he began to fondle her and she him , and almost at once they were making love again .",0,4,lie,verb,(of a person or animal) be in or assume a horizontal or resting position on a supporting surface.,the body lay face downwards on the grass
"We can use the methods described above to elucidate some of these occupations , and get a glimpse , albeit an imperfect one , of the trilobite as it lived .",1,15,get,verb,Come to have (something); receive.,I got a letter from him the other day
I sit a mummy .,0,1,sit,verb,Adopt or be in a position in which one's weight is supported by one's buttocks rather than one's feet and one's back is upright.,I sat next to him at dinner
"Oh , is that what they are proposing to do ?",0,7,propose,verb,Put forward (a plan or suggestion) for consideration by others.,he proposed a new nine-point peace plan
Results of running this with different scenarios include time slice maps of possible outcomes and of the exchange of material and energy within the study area .,0,7,include,verb,Comprise or contain as part of a whole.,"the price includes dinner, bed, and breakfast"
finding one and putting the vase on there .,0,0,find,verb,Discover or perceive by chance or unexpectedly.,Lindsey looked up to find Neil watching her
I like it .,0,1,like,verb,"Find agreeable, enjoyable, or satisfactory.",all his classmates liked him
"And I believed they were capable of murdering my mother , I honestly believe they would have murdered my mother that 's why I signed the statement .",0,17,murder,verb,Kill (someone) unlawfully and with premeditation.,he was accused of murdering his wife's lover
"The headland was empty and almost bare , the few straggling trees , distorted by the wind , struggled to keep their precarious hold in the uncompromising soil .",1,20,keep,verb,Have or retain possession of.,"return one copy to me, keeping the other for your files"
We 're going back to New York City .,0,2,go,verb,Move from one place to another; travel.,he went out to the shops
How much independence do you suppose a person has who exists on the no-fixed-abode Giro of Ì´å£34.90 a week ?,0,5,suppose,verb,Think or assume that something is true or probable but lack proof or certain knowledge.,I suppose I got there about noon
"Annabel was determined to get a grip on herself and do as Scott advised : remember 1965 as the year she stopped having to go to auditions and 1966 as the year in which she blossomed into a successful young New York hostess as she met Andy Warhol , Lenny Bernstein , Baby Jane Holzer , and all the other gossip-columnist fodder .",0,2,determine,verb,Cause (something) to occur in a particular way or to have a particular nature.,it will be her mental attitude that determines her future
"I wanted to say , you see , that I know you thought Frannie should n't have gone , and that it 's ruined your holiday plans , and , on behalf of us all , I 'm sorry .",0,10,know,verb,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
"are n't we , yeah it 's going to rain as well , look at that , we 're gon na have to put our coats , our rain coats on",0,7,go,verb,Move from one place to another; travel.,he went out to the shops
No one asked where he was taking them .,0,2,ask,verb,Say something in order to obtain an answer or some information.,I asked her what she meant
A third of those died .,0,4,die,verb,"(of a person, animal, or plant) stop living.",he died of tuberculosis
"In the passage , she stumbled and almost fell , then flung back the door to the bedroom .",0,8,fall,verb,"Move from a higher to a lower level, typically rapidly and without control.",five inches of snow fell through the night
"I found it hard to picture what kind of landscape those statistics might have shaped , until I opened the Ordnance Survey map to find half of it coloured green with a great blue stain in the centre .",1,5,picture,verb,Represent in a photograph or picture.,he is pictured with party guests
"I shall sit here and wait and sweat it out and look the facts in the face , trying to anticipate the worst that can happen .",0,25,happen,verb,Take place; occur.,two hours had passed and still nothing had happened
How much was he going to tell her ?,0,6,tell,verb,Communicate information to someone in spoken or written words.,I told her you were coming
You do n't want me to get cross do you ?,0,6,get,verb,Come to have (something); receive.,I got a letter from him the other day
"The armoured or plated dinosaurs include some species that seem too heavily burdened with protective armour to have been very active , but this does not necessarily mean that they had to be cold-blooded .",1,3,plat,verb,"Plan out or make a map of (an area of land, especially a proposed site for construction)","he bought back the site, platted it, and named it after his realtor"
I want a wee wee !,0,1,want,verb,Have a desire to possess or do (something); wish for.,I want an apple
I have n't finished thirty three,0,3,finish,verb,Bring (a task or activity) to an end; complete.,they were straining to finish the job
I seem to recall that Elinor helped you to buy your first good bike .,0,9,buy,verb,Obtain in exchange for payment.,she bought six first-class stamps
Do n't cry .,0,2,cry,verb,"Shed tears, typically as an expression of distress, pain, or sorrow.",don't cry—it'll be all right
These social workers were based in the borough 's Special Services Team .,0,4,base,verb,Use (something specified) as the foundation or starting point for something.,the film is based on a novel by Pat Conroy
"You 've done very well , she conceded .",1,7,concede,verb,Admit or agree that something is true after first denying or resisting it.,I had to concede that I'd overreacted
So she said er,0,2,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
They reckon if you concentrate with him you can do the same,1,1,reckon,verb,Establish by calculation.,"his debts were reckoned at £300,000"
"I know that 's what Mueller 's always wanted , but Nate and the Executive Committee would never fall for that bloody empire-building game !",1,18,fall,verb,"Move from a higher to a lower level, typically rapidly and without control.",five inches of snow fell through the night
You said three o'clock .,0,1,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"The pattern caused problems , in that the circumstances which might trigger off renewed fighting were unpredictable ; yet the moment an opportunity offered , princes had to be prepared for invading their enemies ; there was no time for lengthy preparation .",0,31,invade,verb,(of an armed force) enter (a country or region) so as to subjugate or occupy it.,during the Second World War the island was invaded by the Axis powers
"Why not give sex a rest for a bit , and pay a bit of attention to yourself ?",1,2,give,verb,Freely transfer the possession of (something) to (someone),she gave him presents and clothes
"It is always laborious to find the components of a vector , so we are not much better off with A than with H or B. It turns out however that A is a more basic quantity of physics than B. Since B is given by the curl of A it is possible that A is finite while its curl is zero .",1,5,find,verb,Discover or perceive by chance or unexpectedly.,Lindsey looked up to find Neil watching her
And now it approached .,1,3,approach,verb,Come near or nearer to (someone or something) in distance or time.,the train approached the main line
"Dr Klinowska said that , although it was necessary to be cautious about the findings , a combination of reflector devices and some modification of fishing gear might reduce deaths .",0,2,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"The struggle therefore went on to keep the Unionist press alive , and in 1912 and 1913 both Aitken and Northcliffe stood by the party and gave valuable support in their papers .",1,21,stand,verb,"Have or maintain an upright position, supported by one's feet.",Lionel stood in the doorway
"Mike , his face alert and wary , lit a cigarette .",0,8,light,verb,Provide with light or lighting; illuminate.,the room was lit by a number of small lamps
"The room , which contained nothing superfluous , nothing pretentious , was both pleasing and extraordinarily comforting and , for a moment , he wondered why .",0,24,wonder,verb,Desire to know something; feel curious.,"how many times have I written that, I wonder?"
I hope I do n't have to wait all night .,0,7,wait,verb,Stay where one is or delay action until a particular time or event.,I rang the bell and waited
"In fact , country auctions are often the nearest many villages get to live theatre .",1,11,get,verb,Come to have (something); receive.,I got a letter from him the other day
"They hired the first agent , Digs , of Oxford Street , to manage as well as to let their flat .",0,18,let,verb,Not prevent or forbid; allow.,my boss let me leave early
Some of it is being carried out : in March 1991 ESRC announced a Ì´å£6m programme of research on Global Environmental Change .,0,12,announce,verb,"Make a formal public statement about a fact, occurrence, or intention.",the company announced that its profits declined much less in the second quarter than analysts had expected
"In most countries , the governmental and political concern with the environment has come somewhat later than that of scientists or concerned lay people : the early development of the Green Party in the Federal Republic of Germany is something of an exception .",0,13,come,verb,Move or travel towards or into a place thought of as near or familiar to the speaker.,Jessica came into the kitchen
But it will not mean that we are abandoning them .,1,8,abandon,verb,Cease to support or look after (someone); desert.,her natural mother had abandoned her at an early age
"Anyway , you 'll know what it means when you see it .",0,10,see,verb,Perceive with the eyes; discern visually.,in the distance she could see the blue sea
Common opinions were what got Major into difficulties in the first place .,1,4,get,verb,Come to have (something); receive.,I got a letter from him the other day
The Chicheley-Smythes have bought an absolutely super villa in Sardinia and say we could rent it if we 'd like to .,0,11,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"The boy and the dog skirted round opposite sides of the puddle , the boy , a light , tall fourteen-year-old , labouring in wellington boots too large for him , and the dog , a three-year-old Labrador bitch , picking her way reluctantly , with frequent pauses , as if her paws hurt .",1,40,pick,verb,"Detach and remove (a flower, fruit, or vegetable) from where it is growing.",I went to pick some flowers for Jenny's room
Mr Kinnock said it was wrong to propose a fundamental change in the voting system for a short-term tactical vote to get rid of the Thatcher Government .,1,21,get,verb,Come to have (something); receive.,I got a letter from him the other day
"But I 'm starting to think that everything 's a turn-off for you , doll .",0,3,start,verb,Begin or be reckoned from a particular point in time or space.,the season starts in September
Are the German authorities involved ?,1,4,involve,verb,Have or include (something) as a necessary or integral part or result.,my job involves a lot of travelling
Reactions to the riots have concentrated on a number of key variables that are said to characterize the localities in which the riots have occurred .,1,5,concentrated,verb,Focus all one's attention on a particular object or activity.,she couldn't concentrate on the film
"It should be stressed , however , that while the outlines of human activities are clear there are still many uncertainties : for instance , we know that the atmospheric concentration of carbon dioxide has risen about 9 per cent since 1959 .",0,35,rise,verb,Move from a lower position to a higher one; come or go up.,the tiny aircraft rose from the ground
"However , the course is not punitive ; it is not concerned with the infliction of pain .",1,11,concern,verb,Relate to; be about.,the story concerns a friend of mine
"come home from work she said I 've been looking round in Boots and that for you , she said er I 've decided , she said I was gon na get you a gift voucher .",0,5,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"Using what would now be called GIS skills , Openshaw ( 1980 ) examined over 13 000 1 km grid squares in the UK which intersect the coastline and related these to data from the 1971 Census ( which were made available for such grid squares ) .",0,13,examine,verb,Inspect (someone or something) thoroughly in order to determine their nature or condition.,a doctor examined me and said I might need a caesarean
"Since we have so many variables , and since in each physical configuration only some of them appear , we will record ( just for this chapter ) the non-zero variables in each section heading .",1,17,appear,verb,"Come into sight; become visible or noticeable, especially without apparent cause.",smoke appeared on the horizon
The abstract talk of commuting by rail or road being replaced by information technology finds a concrete expression in the idea of telecottages .,1,14,find,verb,Discover or perceive by chance or unexpectedly.,Lindsey looked up to find Neil watching her
( The requirements of causation in the criminal law are discussed elsewhere . ),1,10,discuss,verb,Talk about (something) with a person or people.,I discussed the matter with my wife
She swung lithely down to Dream Baby 's gaudily painted deck and cushioned the two hulls .,0,1,swing,verb,Move or cause to move back and forth or from side to side while suspended or on an axis.,her long black skirt swung about her legs
"Their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts ; opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based on discriminatory or irrelevant factors , such as distaste for the defendant 's background , allegiance , or other activities .",0,42,need,verb,Require (something) because it is essential or very important rather than just desirable.,I need help now
"The instructor hesitated , then said , Why not ?",0,2,hesitate,verb,Pause in indecision before saying or doing something.,"she hesitated, unsure of what to say"
"Daniel , who had become a specialist in wild blows of chance , thought he understood some of it .",0,13,think,verb,"Have a particular opinion, belief, or idea about someone or something.",she thought that nothing would be the same again
"The space available to Central Office was increased by the acquisition of St Stephen 's House as well as St Stephen 's Chambers , which had been occupied since 1874 ; the new office cost $3,000 a year in rent alone .",0,34,cost,verb,(of an object or action) require the payment of (a specified sum of money) before it can be acquired or done.,each issue of the magazine costs £1
"As for public protection , this depends on executive decisions with regard to release ; it fails to take into account whether it is necessary for public protection to keep lifers in for so long .",1,18,take,verb,Lay hold of (something) with one's hands; reach for and hold.,Mrs Morgan took another biscuit
Yeah you know what Cathy speak at the radio,0,2,know,verb,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
I hear you 've got two twentieth century !,0,4,get,verb,Come to have (something); receive.,I got a letter from him the other day
As I say I mean well because I do feel the cold I suppose I have to have more heat than,0,2,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"There is an argument that treason is a more serious offence , since it strikes at the very foundations of the State and its social organizations , but treason is so rare that it is surely permissible to treat homicide as the most serious form of crime .",1,14,strike,verb,Hit forcibly and deliberately with one's hand or a weapon or other implement.,"he raised his hand, as if to strike me"
"The document , and the legislation that derived from it , pointed to a positively discriminatory approach : with both central and local government supplementing existing programmes in such a way as to strengthen local economies , as well as the physical and social environment .",0,25,exist,verb,Have objective reality or being.,dossiers existed on almost everyone of prominence
Long afterwards Ruth realised that this was the moment when she had learned that she could never come first with him .,0,12,learn,verb,"Gain or acquire knowledge of or skill in (something) by study, experience, or being taught.",they'd started learning French
He wondered if Rufus had children and if so did he worry about them coming to terrible harm the way Adam worried ?,1,21,worried,verb,Feel or cause to feel anxious or troubled about actual or potential problems.,he worried about his soldier sons in the war
"Cos she was something one night , well said yeah that she wants more than , he wants more than two .",0,12,want,verb,Have a desire to possess or do (something); wish for.,I want an apple
You went in a car did n't you ?,0,1,go,verb,Move from one place to another; travel.,he went out to the shops
"Using what would now be called GIS skills , Openshaw ( 1980 ) examined over 13 000 1 km grid squares in the UK which intersect the coastline and related these to data from the 1971 Census ( which were made available for such grid squares ) .",0,25,intersect,verb,Divide (something) by passing or lying across it.,the area is intersected only by minor roads
I 'll lead .,0,2,lead,verb,"Cause (a person or animal) to go with one by holding them by the hand, a halter, a rope, etc. while moving forward.",she emerged leading a bay horse
"Is it , we wonder , possible to contemplate bringing together some of these data sources to form a National Online Health Information System ( NOHIS ) , to parallel that for employment and unemployment ( Townsend et al. 1987 ) ?",0,4,wonder,verb,Desire to know something; feel curious.,"how many times have I written that, I wonder?"
"Their role in bringing environmental impact assessment ( EIA ) on to the statute book is well known , but the Commission has now made a proposal ( CEC 1989 ) for the establishment of the European Environment Agency and the European Environment Monitoring and Information Network .",0,24,make,verb,Form (something) by putting parts together or combining substances; create.,my grandmother made a dress for me
"He made no secret of his Francophile enthusiasms , in reaction to the earlier domination of American music by Germans , and he was one of the first writers to register the importance of jazz .",1,30,register,verb,Enter or record on an official list or directory.,the vessel is registered as British
"Adam , Mike went on quietly , you 've always taken full advantage of anyone who 's fond of you .",1,10,take,verb,Lay hold of (something) with one's hands; reach for and hold.,Mrs Morgan took another biscuit
"He had memorized it years ago in the Ecalpemos epoch : The safest way to live is first , inherit money , second , be born without taste for liquor , third , have a legitimate job that keeps you busy , fourth , marry a wife who will cooperate in your sexual peculiarities , fifth , join some big church , sixth , do n't live too long .",0,25,bear,verb,Carry the weight of; support.,the bees form large colonies and need the thick branches of tall trees to bear the weight of their nests
"The lowest , or process , level , is directly and ( usually ) obviously connected to perceived reality .",0,17,perceive,verb,Become aware or conscious of (something); come to realize or understand.,his mouth fell open as he perceived the truth
"As it was , the smokeless shimmer of vapour was so cooled by cleaning that it drifted across the river to cause mischief with the leadwork on Wren 's great dome .",0,13,clean,verb,"Make clean; remove dirt, marks, or stains from.",clean your teeth properly after meals
"In this case , however , methodological issues are tackled from a largely user standpoint , whereas in the previous part they were viewed as substantive problems in their own right .",1,9,tackle,verb,Make determined efforts to deal with (a problem or difficult task),police have launched an initiative to tackle rising crime
Capital spending of Ì´å£43 million should reach a total of Ì´å£87 million for the full year .,1,6,reach,verb,Stretch out an arm in a specified direction in order to touch or grasp something.,he reached over and turned off his bedside light
"The initial one-to-one meeting , held with one of the two group leaders , serves to clarify what participants can expect from the course and what is expected of them .",0,16,clarify,verb,Make (a statement or situation) less confused and more comprehensible.,the report managed to clarify the government's position
"You know , little , just a line .",0,1,know,verb,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
In this short space it is not possible to go into any depth on the nature of particular natural hazards but only to highlight those aspects relevant to GIS .,0,23,highlight,verb,Draw special attention to.,the issues highlighted by the report
In describing its vision of effective supervision the White Paper goes on to note :,1,1,describe,verb,Give a detailed account in words of.,he described his experiences in a letter to his parents
"The absolute difference between the two figures seems to be due to two different factors : absorption by the oceans and other reductions in carbon stocks in living biota , the latter being strongly affected by human activities since the Industrial Revolution .",0,27,live,verb,Remain alive.,I'll never forget it as long as I live
"cos I 've noticed it 's very sticky on here , that you should wipe it cos it",0,14,wipe,verb,"Clean or dry (something) by rubbing with a cloth, a piece of paper, or one's hand.",Paul wiped his face with a handkerchief
"By 1986 , when social inquiry report monitoring information covering 1,257 offenders indicated that the problem of drink-related offending was virtually as great for pre- as for post-sentence clients , that is , alcohol was cited as a pre-offence problem in twenty-nine per cent of cases , a specialist project worker had been appointed .",0,35,cite,verb,"Refer to (a passage, book, or author) as evidence for or justification of an argument or statement, especially in a scholarly work.",authors who are highly regarded by their peers tend to be cited
"When they saw that the war could not be won , even as early as 1941 , some of them opened up lines of communication with us and the British .",1,2,see,verb,Perceive with the eyes; discern visually.,in the distance she could see the blue sea
The collection of historical data on natural hazards is important since it is clear that their spatial pattern varies through time .,0,18,vary,verb,"Differ in size, amount, degree, or nature from something else of the same general class.",the properties vary in price
"First we shall assume that the current density is confined to a thin wire in which case the integration variable may be changed to formula , where S is a vector normal to the cross-section , formula is the area of the cross-section , and dI is an elementary vector along the tangent of the wire .",1,3,assume,verb,"Suppose to be the case, without proof.",topics which assume detailed knowledge of local events
"He always felt that effective musical criticism began by being well written , and he never lost his liveliness .",0,11,write,verb,"Mark (letters, words, or other symbols) on a surface, typically paper, with a pen, pencil, or similar implement.",he wrote his name on the paper
"But they remained Germans , always dreaming of going back to the Fatherland one day .",0,2,remain,verb,"Continue to exist, especially after other similar people or things have ceased to do so.",a cloister is all that remains of the monastery
add six add six,1,0,add,verb,"Join (something) to something else so as to increase the size, number, or amount.","I've started a petition so if you would like to add your name, email me"
"By 1986/7 the Urban Programme was supporting 1,380 starter units and 400 business starts in enterprise workshops .",1,6,support,verb,Bear all or part of the weight of; hold up.,the dome was supported by a hundred white columns
"Sensational media and police reports in 1989 seemed to suggest an increased use of crack among young people in parts of south London , Liverpool , and Birmingham with attendant fears that this particularly dangerous substance might become widespread , as it was reported to be in parts of the United States .",0,11,increase,verb,"Become or make greater in size, amount, or degree.",car use is increasing at an alarming rate
"Users of telecottages are given the key and people can use them at any time , which means that women can come in during the evening , early in the morning or whatever .",0,21,come,verb,Move or travel towards or into a place thought of as near or familiar to the speaker.,Jessica came into the kitchen
"Experience with practical calculations helps , but even after years of work one usually remains this side of infallibility .",1,14,remain,verb,"Continue to exist, especially after other similar people or things have ceased to do so.",a cloister is all that remains of the monastery
"It is , for example , little use when recording a chemical spill into an Egyptian river to have entered into the appropriate field the Nile after all , this river is some 6480 km long !",0,9,record,verb,Set down in writing or some other permanent form for later reference.,they were asked to keep a diary and record everything they ate or drank
"Bloody clashes would occur whenever armoured units raided these villages , storming through makeshift defensive road blocks and responding to rocks being thrown with live bullets and tear gas ; but no sooner would these army units be gone than authority would revert to the village residents .",1,38,go,verb,Move from one place to another; travel.,he went out to the shops
Research at the North West Regional Research Laboratory ( NWRRL ) aims to create buffers around busy roads and junctions and to use data from the Cancer Registry to examine possible links between proximity to such sources of pollution and prevalence of lung cancer .,0,11,aim,verb,Point or direct (a weapon or camera) at a target.,
"As princes saw it , it was a just war in the fullest sense of the term ; those who were slaughtered in its battles were regarded as among the martyrs of the church .",1,2,see,verb,Perceive with the eyes; discern visually.,in the distance she could see the blue sea
Dorigo at least had the satisfaction of seeing his direct opponent and England colleague David Rocastle withdrawn .,1,16,withdraw,verb,Remove or take away (something) from a particular place or position.,Ruth withdrew her hand from his
"Which equation should we use in a practical case , the equation for the vector potential , AmpÌÎåÂre 's law , Biot-Savart 's law , or attack directly Maxwell 's equations ?",0,4,use,verb,"Take, hold, or deploy (something) as a means of accomplishing or achieving something; employ.",she used her key to open the front door
"As far as we know the microcomputer-based emergency response system devised by Belardo et al. ( 1983 ) , is the only GIS-like software to incorporate this algorithm .",1,6,microcomputer,verb,,
"We decided that Masquerade would sail from the Bahamas to Panama , and thence to the Galapagos where we would find Darwin 's giant tortoises .",0,5,sail,verb,"Travel in a boat with sails, especially as a sport or recreation.",Ian took us out sailing on the lake
"Modern audiences no longer accept plastic bushes , and the southern Californian suburban sprawl means the production companies have to take their horses and cows to locations far away in Arizona or Montana .",0,14,mean,verb,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
"Wales 's instant reaction , a try by Arthur Emyr , and subsequent steady improvement , bringing well-crafted tries for Emyr and Robert Jones , promised more than was later fulfilled .",0,30,fulfil,verb,"Achieve or realize (something desired, promised, or predicted)",he wouldn't be able to fulfil his ambition to visit Naples
This furthered his long-term ambition to rule a large south Slav kingdom when the Ottoman Empire finally collapsed .,1,17,collapse,verb,(of a structure) suddenly fall down or give way.,the roof collapsed on top of me
Got the heater yeah yeah .,0,0,got,verb,Come to have (something); receive.,I got a letter from him the other day
"We 'll have to go and collect it , put it in a vase on the side .",0,4,go,verb,Move from one place to another; travel.,he went out to the shops
I think we are likely to succeed thanks in part to the very generous example set by Lord Rothschild .,0,1,think,verb,"Have a particular opinion, belief, or idea about someone or something.",she thought that nothing would be the same again
"His long black hair was tied into its ponytail with a velvet ribbon , his skin was parchment pale , and his eyes dark .",0,5,tie,verb,Attach or fasten with string or similar cord.,they tied Max to a chair
The other forty-five seconds were taken up by a policeman talking to a reporter about having nothing to say except that there would be an inquest .,0,5,take,verb,Lay hold of (something) with one's hands; reach for and hold.,Mrs Morgan took another biscuit
"Occasionally , in the onrush of pursuit , he gave commitments that were later regretted , but these were a small price to pay .",1,23,pay,verb,"Give (someone) money that is due for work done, goods received, or a debt incurred.",the traveller paid a guide to show him across
You telling me that all those scientists spent their time in America and could n't wait to get home ?,0,17,get,verb,Come to have (something); receive.,I got a letter from him the other day
"Sir David English was not informed of the visit and in consequence had no plans to attend the Ideal Home Exhibition that day , the official statement announced .",1,27,announce,verb,"Make a formal public statement about a fact, occurrence, or intention.",the company announced that its profits declined much less in the second quarter than analysts had expected
It follows from much of the above that there are major challenges in use of environmental data .,0,1,follow,verb,Go or come after (a person or thing proceeding ahead); move or travel behind.,"she went back into the house, and Ben followed her"
Sorge shrugged .,0,1,shrug,verb,"Raise (one's shoulders) slightly and momentarily to express doubt, ignorance, or indifference.","Jimmy looked inquiringly at Pete, who shrugged his shoulders"
Chamberlain provided the way out by suggesting to Balcarres that both he and Long should withdraw and so allow Law to be elected unanimously ; he also turned down Balcarres 's remarkable advice that he should allow Long to be elected since Long would make such a mess of things that Chamberlain would be bound to succeed within the year .,0,6,suggest,verb,Put forward for consideration.,I suggest that we wait a day or two
This is to be put into operation by concentrating on four themes :,0,4,put,verb,Move to or place in a particular position.,I put my hand out towards her
""" Daniel does n't change , "" said Alexander .",1,4,change,verb,Make (someone or something) different; alter or modify.,both parties voted against proposals to change the law
"As long as there 's ti me , that 's all we need .",0,12,need,verb,Require (something) because it is essential or very important rather than just desirable.,I need help now
It has been suggested that an animal of the size of Brachiosaurus could not have breathed under water because of the pressure on the lungs .,0,3,suggest,verb,Put forward for consideration.,I suggest that we wait a day or two
"Go and do it with your dolly , go on !",1,8,go,verb,Move from one place to another; travel.,he went out to the shops
"I carried her luggage to the yard , noting that even Ellen 's strident feminism evaporated in the face of two heavy bags and tropical heat .",1,15,evaporate,verb,Turn from liquid into vapour.,cook until most of the liquid has evaporated
