sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
Paula said when they were alone again .,0,2,when,ADV,At what time.,when did you last see him?
Paula said when they were alone again .,0,6,again,ADV,Another time; once more.,it was great to meet old friends again
And with a miserable face like hers I 'm surprised you ever get any work done at all .,0,11,ever,ADV,At any time.,nothing ever seemed to ruffle her
And with a miserable face like hers I 'm surprised you ever get any work done at all .,0,16,at,ADV,,
And with a miserable face like hers I 'm surprised you ever get any work done at all .,0,17,all,ADV,Completely.,dressed all in black
Paula said roundly .,0,2,roundly,ADV,In a vehement or emphatic manner.,the latest attacks have been roundly condemned by campaigners for peace
"Ã¢ÂÂ Anyway , you 've got me now so you can get rid of her .",0,7,now,ADV,At the present time or moment.,where are you living now?
Gary 's expression became even more anxious .,0,4,even,ADV,Used to emphasize something surprising or extreme.,they have never even heard of the United States
Gary 's expression became even more anxious .,0,5,more,ADV,"Forming the comparative of adjectives and adverbs, especially those of more than one syllable.",for them enthusiasm is more important than talent
Ã¢ÂÂ You know I 'd give my right arm to have someone as good as you to model for me !,0,12,as,ADV,Used in comparisons to refer to the extent or degree of something.,go as fast as you can
But I told you before Ã¢ÂÂ I could n't afford to pay you what you 're worth .,0,8,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
It 's going to be a long struggle getting established and until I am I do n't see how Ã¢ÂÂ¦,0,16,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
It 's going to be a long struggle getting established and until I am I do n't see how Ã¢ÂÂ¦,0,18,how,ADV,In what way or manner; by what means.,how does it work?
It was not unlike the feeling she experienced when men looked at her and wanted her though she knew it could not be that for there was nothing sexual between her and Gary and never would be .,0,2,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
It was not unlike the feeling she experienced when men looked at her and wanted her though she knew it could not be that for there was nothing sexual between her and Gary and never would be .,0,8,when,ADV,At what time.,when did you last see him?
It was not unlike the feeling she experienced when men looked at her and wanted her though she knew it could not be that for there was nothing sexual between her and Gary and never would be .,0,21,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
It was not unlike the feeling she experienced when men looked at her and wanted her though she knew it could not be that for there was nothing sexual between her and Gary and never would be .,0,25,there,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
It was not unlike the feeling she experienced when men looked at her and wanted her though she knew it could not be that for there was nothing sexual between her and Gary and never would be .,0,34,never,ADV,At no time in the past or future; not ever.,they had never been camping in their lives
"It made her feel strong , invincible almost , and just a tiny bit as if she had drunk too much wine .",0,7,almost,ADV,Not quite; very nearly.,he almost knocked Georgina over
"It made her feel strong , invincible almost , and just a tiny bit as if she had drunk too much wine .",0,10,just,ADV,Exactly.,that's just what I need
"It made her feel strong , invincible almost , and just a tiny bit as if she had drunk too much wine .",0,19,too,ADV,"To a higher degree than is desirable, permissible, or possible; excessively.",he was driving too fast
"We beat southwards all that first day , slicing through a glittering sea , and propelled by an apparently changeless south-easterly trade wind .",0,18,apparently,ADV,As far as one knows or can see.,"the child nodded, apparently content with the promise"
We hardly saw the Crowninshield twins .,0,1,hardly,ADV,Scarcely (used to qualify a statement by saying that it is true to an insignificant degree),the little house in which he lived was hardly bigger than a hut
"They briefly appeared on deck for lunch ; a meal which Rickie hardly touched , while Robin-Anne , despite her apparent frailty , attacked the sandwiches and salad with the savagery of a starving bear .",0,1,briefly,ADV,For a short time; fleetingly.,he worked briefly as a lawyer
"They briefly appeared on deck for lunch ; a meal which Rickie hardly touched , while Robin-Anne , despite her apparent frailty , attacked the sandwiches and salad with the savagery of a starving bear .",0,12,hardly,ADV,Scarcely (used to qualify a statement by saying that it is true to an insignificant degree),the little house in which he lived was hardly bigger than a hut
"Afterwards , incongruously dressed in a raincoat , she went to the bows and stared briefly down at the mesmerising onrush of sea where it split and foamed at Wavebreaker 's cutwater .",0,0,Afterwards,ADV,At a later or future time.,the offender was arrested shortly afterwards
"Afterwards , incongruously dressed in a raincoat , she went to the bows and stared briefly down at the mesmerising onrush of sea where it split and foamed at Wavebreaker 's cutwater .",0,2,incongruously,ADV,,
"Afterwards , incongruously dressed in a raincoat , she went to the bows and stared briefly down at the mesmerising onrush of sea where it split and foamed at Wavebreaker 's cutwater .",0,15,briefly,ADV,For a short time; fleetingly.,he worked briefly as a lawyer
"Afterwards , incongruously dressed in a raincoat , she went to the bows and stared briefly down at the mesmerising onrush of sea where it split and foamed at Wavebreaker 's cutwater .",0,16,down,ADV,"Towards or in a lower place or position, especially to or on the ground or another surface.",she looked down
"Afterwards , incongruously dressed in a raincoat , she went to the bows and stared briefly down at the mesmerising onrush of sea where it split and foamed at Wavebreaker 's cutwater .",0,23,where,ADV,In or to what place or position.,where do you live?
"She did not stay there long , but retreated from the fierce sun to the stern-cabin that she would be sharing with Ellen .",0,2,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"She did not stay there long , but retreated from the fierce sun to the stern-cabin that she would be sharing with Ellen .",0,4,there,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
"She did not stay there long , but retreated from the fierce sun to the stern-cabin that she would be sharing with Ellen .",0,5,long,ADV,For a long time.,we hadn't known them long
"Still , she 's got precious little else going for her .",0,0,Still,ADV,Up to and including the present or the time mentioned; even now (or then) as formerly.,he still lives with his mother
"Still , she 's got precious little else going for her .",0,7,else,ADV,,
Ã¢ÂÂ Do n't you approve of that ?,0,2,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Ã¢ÂÂ I think she 'd do better to understand herself , Ellen said tartly .",1,13,tartly,ADV,,
"Ã¢ÂÂ She allowed a man to persuade her into taking the drug , so she can only blame herself for her predicament .",0,16,only,ADV,And no one or nothing more besides; solely.,there are only a limited number of tickets available
She 'd find it more useful to understand her own character shortÂ­comings than to take an elementary course in drug chemistry .,0,4,more,ADV,"Forming the comparative of adjectives and adverbs, especially those of more than one syllable.",for them enthusiasm is more important than talent
"Ã¢ÂÂ He 's precisely what anyone would expect of a drop-out Phys Ed basketball-playing retard , Ellen said scornfully , Ã¢ÂÂ by which I mean that he 's a jock with the brains of a dung beetle .",0,3,precisely,ADV,In exact terms; without vagueness.,the guidelines are precisely defined
"Ã¢ÂÂ He 's precisely what anyone would expect of a drop-out Phys Ed basketball-playing retard , Ellen said scornfully , Ã¢ÂÂ by which I mean that he 's a jock with the brains of a dung beetle .",0,18,scornfully,ADV,,
"He reminds me of your Neanderthal friend , the Maggot , except Rickie is a great deal more handsome .",0,17,more,ADV,"Forming the comparative of adjectives and adverbs, especially those of more than one syllable.",for them enthusiasm is more important than talent
"At supper , as at lunch , Robin-Anne ate with the appetite of a horse , though her brother hardly touched his chicken and pasta salad .",0,19,hardly,ADV,Scarcely (used to qualify a statement by saying that it is true to an insignificant degree),the little house in which he lived was hardly bigger than a hut
"Ellen , who was perversely proud of her skills in the salad department , asked Rickie with just a touch of asperity .",0,4,perversely,ADV,In a way that shows a deliberate and obstinate desire to behave in an unreasonable or unacceptable manner.,the group perversely refused to tour until well past their peak
"Ellen , who was perversely proud of her skills in the salad department , asked Rickie with just a touch of asperity .",0,17,just,ADV,Exactly.,that's just what I need
Ã¢ÂÂ I just guess I 'm not hungry .,0,2,just,ADV,Exactly.,that's just what I need
Ã¢ÂÂ I just guess I 'm not hungry .,0,6,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Ã¢ÂÂ Kind of starving , she justified her theft , then poured herself some diet soda .",0,1,Kind,ADV,,
"Ã¢ÂÂ Kind of starving , she justified her theft , then poured herself some diet soda .",0,10,then,ADV,At that time; at the time in question.,I was living in Cairo then
"For once we were carrying neither wine nor spirits on Wavebreaker , for Jackson Chatterton 's drug clinic had utterly forbidden us to offer the twins any alcohol , saying that any mood-altering drug could hamper the success of a detoxification programme .",0,1,once,ADV,On one occasion or for one time only.,they deliver once a week
"For once we were carrying neither wine nor spirits on Wavebreaker , for Jackson Chatterton 's drug clinic had utterly forbidden us to offer the twins any alcohol , saying that any mood-altering drug could hamper the success of a detoxification programme .",0,19,utterly,ADV,Completely and without qualification; absolutely.,he looked utterly ridiculous
"We were thus officially a dry boat , though I had hidden some Irish whiskey in the engine room , and I was sure that Ellen would have similarly salted away some vodka .",0,2,thus,ADV,As a result or consequence of this; therefore.,"Burke knocked out Byrne, thus becoming champion"
"We were thus officially a dry boat , though I had hidden some Irish whiskey in the engine room , and I was sure that Ellen would have similarly salted away some vodka .",0,3,officially,ADV,In a formal and public way.,on June 24 the election campaign will officially begin
"We were thus officially a dry boat , though I had hidden some Irish whiskey in the engine room , and I was sure that Ellen would have similarly salted away some vodka .",0,28,similarly,ADV,In a similar way.,a similarly priced property
"We were thus officially a dry boat , though I had hidden some Irish whiskey in the engine room , and I was sure that Ellen would have similarly salted away some vodka .",0,30,away,ADV,"To or at a distance from a particular place, person, or thing.","she landed badly, and crawled away"
"It seemed that Ellen and I were not the only ones to take such a precaution , for late that night Jackson Chatterton lumbered on deck with a bottle in one huge hand .",0,7,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"It seemed that Ellen and I were not the only ones to take such a precaution , for late that night Jackson Chatterton lumbered on deck with a bottle in one huge hand .",0,18,late,ADV,"After the expected, proper, or usual time.",she arrived late
"Ã¢ÂÂ Bourbon , he explained laconically .",0,5,laconically,ADV,,
Ã¢ÂÂ I thought you 'd never ask .,0,5,never,ADV,At no time in the past or future; not ever.,they had never been camping in their lives
"We were alone on deck , though not the only ones awake for I could hear Rickie and Ellen 's voices coming from the open skylight of the main saloon .",0,7,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
I hoped Thessy was fast asleep for he would be taking the morning watch .,0,4,fast,ADV,At high speed.,he was driving too fast
"Chatterton raised his cardboard cup in silent acknowledgement , then stared ahead to where a great beam swept around the sky .",0,9,then,ADV,At that time; at the time in question.,I was living in Cairo then
"Chatterton raised his cardboard cup in silent acknowledgement , then stared ahead to where a great beam swept around the sky .",0,11,ahead,ADV,Further forward in space; in the line of one's forward motion.,the road ahead
"Chatterton raised his cardboard cup in silent acknowledgement , then stared ahead to where a great beam swept around the sky .",0,13,where,ADV,In or to what place or position.,where do you live?
"I had spoken enthusiastically , but Jackson Chatterton seemed unmoved by the prospect .",0,3,enthusiastically,ADV,"In a way that shows intense and eager enjoyment, interest, or approval.",the report was enthusiastically welcomed by all groups
"I had nothing particular planned , merely an idea that it might be interesting to thrash our way out into the open ocean , though , mindful of the danger of tropical storms , I had no intention of going too far from the safe shelter of a Bahamian hurricane hole .",0,6,merely,ADV,Just; only.,"Gary, a silent boy, merely nodded"
"I had nothing particular planned , merely an idea that it might be interesting to thrash our way out into the open ocean , though , mindful of the danger of tropical storms , I had no intention of going too far from the safe shelter of a Bahamian hurricane hole .",0,24,though,ADV,However (indicating that a factor qualifies or imposes restrictions on what was said previously),I was hunting for work. Jobs were scarce though
"I had nothing particular planned , merely an idea that it might be interesting to thrash our way out into the open ocean , though , mindful of the danger of tropical storms , I had no intention of going too far from the safe shelter of a Bahamian hurricane hole .",0,40,too,ADV,"To a higher degree than is desirable, permissible, or possible; excessively.",he was driving too fast
"I had nothing particular planned , merely an idea that it might be interesting to thrash our way out into the open ocean , though , mindful of the danger of tropical storms , I had no intention of going too far from the safe shelter of a Bahamian hurricane hole .",0,41,far,ADV,"At, to, or by a great distance (used to indicate the extent to which one thing is distant from another)",the house was not too far away
"But I fancied feeling the long hard pressure of ocean waves against our hull and , though we were short-handed , I reckoned that a few days out of sight of land would shake us all down quickly .",1,36,down,ADV,"Towards or in a lower place or position, especially to or on the ground or another surface.",she looked down
"But I fancied feeling the long hard pressure of ocean waves against our hull and , though we were short-handed , I reckoned that a few days out of sight of land would shake us all down quickly .",0,37,quickly,ADV,At a fast speed; rapidly.,Reg's illness progressed frighteningly quickly
"He must have assumed that I meant trouble from the twins , for he suddenly became surprisingly loquacious .",0,14,suddenly,ADV,Quickly and unexpectedly.,George II died suddenly
"He must have assumed that I meant trouble from the twins , for he suddenly became surprisingly loquacious .",0,16,surprisingly,ADV,In a way that causes surprise; unexpectedly.,the finale ends surprisingly
"Ã¢ÂÂ They wo n't give you any grief in the next few days , he said .",0,3,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
Ã¢ÂÂ Now that they ca n't get hold of cocaine they 'll just crash out .,0,1,Now,ADV,At the present time or moment.,where are you living now?
Ã¢ÂÂ Now that they ca n't get hold of cocaine they 'll just crash out .,0,5,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
Ã¢ÂÂ Now that they ca n't get hold of cocaine they 'll just crash out .,0,12,just,ADV,Exactly.,that's just what I need
"Chatterton poured himself more bourbon , then put the bottle within my reach on the binnacle shelf .",0,6,then,ADV,At that time; at the time in question.,I was living in Cairo then
Ã¢ÂÂ Coming off cocaine is n't like that .,0,5,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
At first they 'll just want to do nothing but eat and sleep .,0,1,first,ADV,,
At first they 'll just want to do nothing but eat and sleep .,0,4,just,ADV,Exactly.,that's just what I need
Ã¢ÂÂ The difficult bit starts two or three days later .,0,9,later,ADV,At a time in the near future; soon or afterwards.,I'll see you later
That 's when the real hell begins .,0,2,when,ADV,At what time.,when did you last see him?
"Ã¢ÂÂ It wo n't be easy , Ã¢ÂÂ he said grimly , and I was suddenly rather glad to have the taciturn Chatterton aboard .",0,3,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Ã¢ÂÂ It wo n't be easy , Ã¢ÂÂ he said grimly , and I was suddenly rather glad to have the taciturn Chatterton aboard .",0,10,grimly,ADV,"In a very serious, gloomy, or depressing manner.","""It's not good,"" I replied grimly"
"Ã¢ÂÂ It wo n't be easy , Ã¢ÂÂ he said grimly , and I was suddenly rather glad to have the taciturn Chatterton aboard .",0,15,suddenly,ADV,Quickly and unexpectedly.,George II died suddenly
"Ã¢ÂÂ It wo n't be easy , Ã¢ÂÂ he said grimly , and I was suddenly rather glad to have the taciturn Chatterton aboard .",0,16,rather,ADV,Used to indicate one's preference in a particular matter.,would you like some wine or would you rather stick to sherry?
"The big man had obviously come on deck to warn me what to expect from the twins , and for that I was grateful .",0,4,obviously,ADV,In a way that is easily perceived or understood; clearly.,she was obviously unwell
"Ã¢ÂÂ I noticed that Rickie was n't eating today , I said , Ã¢ÂÂ but Robin-Anne was ?",0,6,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Ã¢ÂÂ Rickie may have stopped his cocaine a day or two ago , which means he 's probably already over the crash period .",0,11,ago,ADV,Before the present; earlier (used with a measurement of time),he went five minutes ago
"Ã¢ÂÂ Rickie may have stopped his cocaine a day or two ago , which means he 's probably already over the crash period .",0,17,probably,ADV,Almost certainly; as far as one knows or can tell.,she would probably never see him again
"Ã¢ÂÂ Rickie may have stopped his cocaine a day or two ago , which means he 's probably already over the crash period .",0,18,already,ADV,Before or by now or the time in question.,Anna has suffered a great deal already
"The big man thought for a few seconds , then laughed .",0,9,then,ADV,At that time; at the time in question.,I was living in Cairo then
"That turkey has got one chance of avoiding jail , just one , and that chance is by proving to the judge that he 's cleaned up his act .",0,10,just,ADV,Exactly.,that's just what I need
"And if he does n't do that , then the man will send Rickie 's plump young ass down to the gang-rape squad in the county jail .",0,4,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"And if he does n't do that , then the man will send Rickie 's plump young ass down to the gang-rape squad in the county jail .",0,8,then,ADV,At that time; at the time in question.,I was living in Cairo then
"And if he does n't do that , then the man will send Rickie 's plump young ass down to the gang-rape squad in the county jail .",1,18,down,ADV,"Towards or in a lower place or position, especially to or on the ground or another surface.",she looked down
Chatterton did not sound unduly worried at that prospect .,0,2,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
Chatterton did not sound unduly worried at that prospect .,0,4,unduly,ADV,To an unwarranted degree; inordinately.,there is no need to be unduly alarmed
Ã¢ÂÂ Can we be sure Robin-Anne did n't bring any of the drug aboard ?,0,7,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
Ã¢ÂÂ Can we be sure Robin-Anne did n't bring any of the drug aboard ?,0,13,aboard,ADV,"On or into a ship, aircraft, train, or other vehicle.","the plane crashed, killing all 158 people aboard"
"Ã¢ÂÂ She wo n't have done that , Chatterton said with conviction .",0,3,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Ã¢ÂÂ That girl is serious about giving it up , real serious , heavy serious !",0,10,real,ADV,,
That girl is really trying !,0,3,really,ADV,"In actual fact, as opposed to what is said or imagined to be true or possible.",so what really happened?
"I glanced up at the sails , down at the compass , then ahead to where the lighthouse loom arced powerfully through the night .",0,7,down,ADV,"Towards or in a lower place or position, especially to or on the ground or another surface.",she looked down
"I glanced up at the sails , down at the compass , then ahead to where the lighthouse loom arced powerfully through the night .",0,12,then,ADV,At that time; at the time in question.,I was living in Cairo then
"I glanced up at the sails , down at the compass , then ahead to where the lighthouse loom arced powerfully through the night .",0,13,ahead,ADV,Further forward in space; in the line of one's forward motion.,the road ahead
"I glanced up at the sails , down at the compass , then ahead to where the lighthouse loom arced powerfully through the night .",0,15,where,ADV,In or to what place or position.,where do you live?
"I glanced up at the sails , down at the compass , then ahead to where the lighthouse loom arced powerfully through the night .",0,20,powerfully,ADV,With great power or strength.,"a tall, powerfully built man"
"There ai n't no pill to get you off the powder , Mr Breakspear , only will power .",0,0,There,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
"There ai n't no pill to get you off the powder , Mr Breakspear , only will power .",0,2,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"There ai n't no pill to get you off the powder , Mr Breakspear , only will power .",0,15,only,ADV,And no one or nothing more besides; solely.,there are only a limited number of tickets available
"And let me tell you , coming off coke is the hardest damn thing in the world , and you 're real lucky if you have a rich daddy who pays for people to hold your hand while you go through the hell of it .",1,11,hardest,ADV,With a great deal of effort.,they work hard at school
"And let me tell you , coming off coke is the hardest damn thing in the world , and you 're real lucky if you have a rich daddy who pays for people to hold your hand while you go through the hell of it .",0,21,real,ADV,,
"The twins daddy has paid for you and me , Mr Breakspear , and for everyone else on board this boat , but even with all that money and all this boat , we still might not succeed with them .",0,16,else,ADV,,
"The twins daddy has paid for you and me , Mr Breakspear , and for everyone else on board this boat , but even with all that money and all this boat , we still might not succeed with them .",0,23,even,ADV,Used to emphasize something surprising or extreme.,they have never even heard of the United States
"The twins daddy has paid for you and me , Mr Breakspear , and for everyone else on board this boat , but even with all that money and all this boat , we still might not succeed with them .",0,34,still,ADV,Up to and including the present or the time mentioned; even now (or then) as formerly.,he still lives with his mother
"The twins daddy has paid for you and me , Mr Breakspear , and for everyone else on board this boat , but even with all that money and all this boat , we still might not succeed with them .",0,36,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Ã¢ÂÂ It is that hard , he said ominously , and I thought of John Maggovertski 's sadness for a pretty girl who had whored herself to pay for the white powder .",1,3,that,ADV,To such a degree; so.,I wouldn't go that far
"Ã¢ÂÂ It is that hard , he said ominously , and I thought of John Maggovertski 's sadness for a pretty girl who had whored herself to pay for the white powder .",0,8,ominously,ADV,In a way that suggests that something bad is going to happen.,thunderclouds loomed ominously overhead
"Ã¢ÂÂ And it 's even harder , Jackson Chatterton 's voice was suddenly sinister , Ã¢ÂÂ for a poor person who has no one to help them .",0,4,even,ADV,Used to emphasize something surprising or extreme.,they have never even heard of the United States
"Ã¢ÂÂ And it 's even harder , Jackson Chatterton 's voice was suddenly sinister , Ã¢ÂÂ for a poor person who has no one to help them .",0,12,suddenly,ADV,Quickly and unexpectedly.,George II died suddenly
"Ã¢ÂÂ Why did you leave the army , Mr Chatterton ?",0,1,Why,ADV,For what reason or purpose.,why did he do it?
"I guessed , but did not make him confirm my guess .",0,5,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Ã¢ÂÂ Sure they tried , they tried real hard , but back then I did n't",0,7,real,ADV,,
"Ã¢ÂÂ Sure they tried , they tried real hard , but back then I did n't",1,8,hard,ADV,With a great deal of effort.,they work hard at school
"Ã¢ÂÂ Sure they tried , they tried real hard , but back then I did n't",1,11,back,ADV,In the opposite direction from the one that one is facing or travelling towards.,he moved back a pace
"Ã¢ÂÂ Sure they tried , they tried real hard , but back then I did n't",0,12,then,ADV,At that time; at the time in question.,I was living in Cairo then
"Ã¢ÂÂ Sure they tried , they tried real hard , but back then I did n't",0,15,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
Ã¢ÂÂ But you still got off cocaine ?,0,3,still,ADV,Up to and including the present or the time mentioned; even now (or then) as formerly.,he still lives with his mother
"He was not looking at me , but staring doggedly ahead into the turning white light of the Hole in the Wall .",0,2,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"He was not looking at me , but staring doggedly ahead into the turning white light of the Hole in the Wall .",0,9,doggedly,ADV,In a manner that shows tenacity and grim persistence.,she has doggedly pursued her own path
"He was not looking at me , but staring doggedly ahead into the turning white light of the Hole in the Wall .",0,10,ahead,ADV,Further forward in space; in the line of one's forward motion.,the road ahead
"But I did kick the drug , Mr Breakspear , and it was probably the hardest damned thing I ever did in all my life .",0,13,probably,ADV,Almost certainly; as far as one knows or can tell.,she would probably never see him again
"But I did kick the drug , Mr Breakspear , and it was probably the hardest damned thing I ever did in all my life .",1,15,hardest,ADV,With a great deal of effort.,they work hard at school
"But I did kick the drug , Mr Breakspear , and it was probably the hardest damned thing I ever did in all my life .",0,19,ever,ADV,At any time.,nothing ever seemed to ruffle her
I asked provocatively .,0,2,provocatively,ADV,"In a way that causes anger or another strong reaction, especially deliberately.",she argued provocatively that business owners should put profit before passion
"Ã¢ÂÂ The rich trash pay the bills , Mr Breakspear , which lets me give my spare time away to the poor trash .",1,18,away,ADV,"To or at a distance from a particular place, person, or thing.","she landed badly, and crawled away"
"He paused before replying , then gave the smallest shake of his head .",0,5,then,ADV,At that time; at the time in question.,I was living in Cairo then
"This time the pause was almost eloquent , then he gave a richly contagious laugh .",0,5,almost,ADV,Not quite; very nearly.,he almost knocked Georgina over
"This time the pause was almost eloquent , then he gave a richly contagious laugh .",0,8,then,ADV,At that time; at the time in question.,I was living in Cairo then
"This time the pause was almost eloquent , then he gave a richly contagious laugh .",1,12,richly,ADV,"In an elaborate, generous, or plentiful way.",she was richly dressed in the height of fashion
Ã¢ÂÂ I 'd have liked to have had Rickie Crowninshield in my platoon for just five minutes .,0,14,just,ADV,Exactly.,that's just what I need
I laughed too .,0,2,too,ADV,"To a higher degree than is desirable, permissible, or possible; excessively.",he was driving too fast
"Ã¢ÂÂ It ai n't bad being aboard , he said , and held out his hand and , not before time , we shook .",0,3,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Ã¢ÂÂ It ai n't bad being aboard , he said , and held out his hand and , not before time , we shook .",0,6,aboard,ADV,"On or into a ship, aircraft, train, or other vehicle.","the plane crashed, killing all 158 people aboard"
"Ã¢ÂÂ It ai n't bad being aboard , he said , and held out his hand and , not before time , we shook .",0,18,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
I like sailing alone at night .,0,3,alone,ADV,On one's own.,he is answerable to Parliament alone
I like to watch the phosphorescence curling away from the hull and I like to watch the brilliant specks of light fade in the black deep water far in the ship 's wake .,0,7,away,ADV,"To or at a distance from a particular place, person, or thing.","she landed badly, and crawled away"
I like to watch the phosphorescence curling away from the hull and I like to watch the brilliant specks of light fade in the black deep water far in the ship 's wake .,0,27,far,ADV,"At, to, or by a great distance (used to indicate the extent to which one thing is distant from another)",the house was not too far away
"I like to be alone under the careless profusion of the stars , and alone on a moon-glossed sea .",0,14,alone,ADV,On one's own.,he is answerable to Parliament alone
"The sounds are the same as those of daylight , yet somehow the night magnifies and sharpens the creak of a yielding block , the sigh of air over a shroud , the stretching of a sail , the hiss of water sliding sleek against the hull , the curl of a quarter-wave falling away , and the thump as a wave strikes the cutwater to be sheared into two bright slices of whiteness .",0,11,somehow,ADV,In some way; by some means.,somehow I managed to get the job done
"The sounds are the same as those of daylight , yet somehow the night magnifies and sharpens the creak of a yielding block , the sigh of air over a shroud , the stretching of a sail , the hiss of water sliding sleek against the hull , the curl of a quarter-wave falling away , and the thump as a wave strikes the cutwater to be sheared into two bright slices of whiteness .",0,54,away,ADV,"To or at a distance from a particular place, person, or thing.","she landed badly, and crawled away"
"I like the secretiveness of a boat in the blackness , when the only thing to dislike is the prospect of dawn , which seems like a betrayal because , at night , in a boat under sail , it is easy to feel very close to God Ã¢ÂÂ for eternity is all around .",0,11,when,ADV,At what time.,when did you last see him?
"I like the secretiveness of a boat in the blackness , when the only thing to dislike is the prospect of dawn , which seems like a betrayal because , at night , in a boat under sail , it is easy to feel very close to God Ã¢ÂÂ for eternity is all around .",0,44,very,ADV,In a high degree.,a very large amount
"I like the secretiveness of a boat in the blackness , when the only thing to dislike is the prospect of dawn , which seems like a betrayal because , at night , in a boat under sail , it is easy to feel very close to God Ã¢ÂÂ for eternity is all around .",0,52,all,ADV,Completely.,dressed all in black
"I like the secretiveness of a boat in the blackness , when the only thing to dislike is the prospect of dawn , which seems like a betrayal because , at night , in a boat under sail , it is easy to feel very close to God Ã¢ÂÂ for eternity is all around .",1,53,around,ADV,Located or situated on every side.,the mountains towering all around
"I tacked the ship shortly after midnight , doing the job by myself and enjoying the work .",0,4,shortly,ADV,In a short time; soon.,the new database will shortly be available for consultation
"Ellen was still awake , talking in the stateroom with Rickie , but everyone else seemed asleep .",0,2,still,ADV,Up to and including the present or the time mentioned; even now (or then) as formerly.,he still lives with his mother
"Ellen was still awake , talking in the stateroom with Rickie , but everyone else seemed asleep .",0,14,else,ADV,,
"The runway is simply a strip of grass , cleared of rocks .",0,3,simply,ADV,In a straightforward or plain manner.,she spoke simply and from the heart
It bounces alarmingly as it gathers speed .,0,2,alarmingly,ADV,In a worrying or disturbing way.,during the early 19th century levels of crime rose alarmingly
"A few Africans , clutching sticks and wearing skins , watch the plane as it turns , pauses , and then accelerates , leaving a cloud of dust .",0,20,then,ADV,At that time; at the time in question.,I was living in Cairo then
"The plane climbs reluctantly , one set of wings dipping drunkenly .",1,3,reluctantly,ADV,In an unwilling and hesitant way.,he reluctantly agrees to do his duty
"The plane climbs reluctantly , one set of wings dipping drunkenly .",1,10,drunkenly,ADV,In a drunk or intoxicated manner.,he stumbled drunkenly along the street
Soon it is passing over the spectacular Rift Valley .,0,0,Soon,ADV,In or after a short time.,everyone will soon know the truth
A large white cross has been painted roughly on the ground .,0,7,roughly,ADV,In a manner lacking gentleness; harshly or violently.,the man picked me up roughly
"Claudia Cohn-Casson is sitting under an enormous African fig tree near by , at a camp table spread with a Somali cloth .",0,10,near,ADV,At or to a short distance away; nearby.,a bomb exploded somewhere near
"Claudia Cohn-Casson is sitting under an enormous African fig tree near by , at a camp table spread with a Somali cloth .",0,11,by,ADV,So as to go past.,a car flashed by on the other side of the road
She is wearing a long fitted skirt of khaki .,0,4,long,ADV,For a long time.,we hadn't known them long
"The plane is taxiing , pursued by a group of running Masai warriors , glorious in their red and purple robes , ochred hair , lion head-dresses and so on .",0,28,so,ADV,To such a great extent.,the words tumbled out so fast that I could barely hear them
"The plane is taxiing , pursued by a group of running Masai warriors , glorious in their red and purple robes , ochred hair , lion head-dresses and so on .",0,29,on,ADV,Physically in contact with and supported by a surface.,make sure the lid is on
Claudia walks over towards the plane .,0,2,over,ADV,Expressing passage or trajectory across an area.,he leant over and tapped me on the hand
"The plane is still now , surrounded by the warriors .",0,3,still,ADV,Up to and including the present or the time mentioned; even now (or then) as formerly.,he still lives with his mother
"The plane is still now , surrounded by the warriors .",0,4,now,ADV,At the present time or moment.,where are you living now?
